date,competition,season,stage,team,confederation,opponent,home_away,goals_for,goals_against,result,shots,shots_on_target,shots_off_target,possession_pct,corners,fouls,yellow_cards,red_cards,saves,offsides,passes,pass_accuracy_pct,xg,venue,referee,neutral,qualified_wc2026,elo_pre,opp_elo_pre,elo_win_prob,elo_post,elo_change
2022-01-05,Friendly,2022,Tournament/Friendly,Algeria,CAF,Ghana,neutral,3,0,W,,,,,,,,,,,,,,"Al Rayyan, Qatar",,True,True,1897.6,1720.1,0.7353,1906.8,9.3
2022-01-11,African Cup of Nations,2022,Tournament/Friendly,Algeria,CAF,Sierra Leone,neutral,0,0,D,,,,,,,,,,,,,,"Douala, Cameroon",,True,True,1906.8,1480.8,0.9207,1885.8,-21.0
2022-01-16,African Cup of Nations,2022,Tournament/Friendly,Algeria,CAF,Equatorial Guinea,neutral,0,1,L,,,,,,,,,,,,,,"Douala, Cameroon",,True,True,1885.8,1531.7,0.8848,1841.6,-44.2
2022-01-20,African Cup of Nations,2022,Tournament/Friendly,Algeria,CAF,Ivory Coast,neutral,1,3,L,,,,,,,,,,,,,,"Douala, Cameroon",,True,True,1841.6,1743.9,0.637,1793.8,-47.8
2022-03-25,FIFA World Cup qualification,2022,Qualification,Algeria,CAF,Cameroon,away,1,0,W,,,,,,,,,,,,,,"Douala, Cameroon",,False,True,1793.8,1726.4,0.4532,1815.7,21.9
2022-03-29,FIFA World Cup qualification,2022,Qualification,Algeria,CAF,Cameroon,home,1,2,L,,,,,,,,,,,,,,"Blida, Algeria",,False,True,1815.7,1704.5,0.7712,1784.8,-30.8
2022-06-04,African Cup of Nations qualification,2022,Qualification,Algeria,CAF,Uganda,home,2,0,W,,,,,,,,,,,,,,"Algiers, Algeria",,False,True,1784.8,1543.8,0.8769,1792.2,7.4
2022-06-08,African Cup of Nations qualification,2022,Qualification,Algeria,CAF,Tanzania,away,2,0,W,,,,,,,,,,,,,,"Dar es Salaam, Tanzania",,False,True,1792.2,1436.2,0.8136,1803.4,11.2
2022-06-12,Friendly,2022,Tournament/Friendly,Algeria,CAF,Iran,neutral,2,1,W,,,,,,,,,,,,,,"Doha, Qatar",,True,True,1803.4,1920.7,0.3373,1816.6,13.3
2022-09-23,Friendly,2022,Tournament/Friendly,Algeria,CAF,Guinea,home,1,0,W,,,,,,,,,,,,,,"Oran, Algeria",,False,True,1816.6,1509.5,0.9124,1818.4,1.8
2022-09-27,Friendly,2022,Tournament/Friendly,Algeria,CAF,Nigeria,home,2,1,W,,,,,,,,,,,,,,"Oran, Algeria",,False,True,1818.4,1741.5,0.7346,1823.7,5.3
2022-11-13,Friendly,2022,Tournament/Friendly,Algeria,CAF,Syria,neutral,1,0,W,,,,,,,,,,,,,,"Sharjah, United Arab Emirates",,True,True,1823.7,1569.8,0.8118,1827.5,3.8
2022-11-16,Friendly,2022,Tournament/Friendly,Algeria,CAF,Mali,home,1,1,D,,,,,,,,,,,,,,"Oran, Algeria",,False,True,1827.5,1736.9,0.7497,1822.5,-5.0
2022-11-19,Friendly,2022,Tournament/Friendly,Algeria,CAF,Sweden,away,0,2,L,,,,,,,,,,,,,,"Malmö, Sweden",,False,True,1822.5,1795.6,0.3963,1810.6,-11.9
2023-03-23,African Cup of Nations qualification,2023,Qualification,Algeria,CAF,Niger,home,2,1,W,,,,,,,,,,,,,,"Algiers, Algeria",,False,True,1810.6,1364.6,0.9586,1812.2,1.7
2023-03-27,African Cup of Nations qualification,2023,Qualification,Algeria,CAF,Niger,neutral,1,0,W,,,,,,,,,,,,,,"Radès, Tunisia",,True,True,1812.2,1362.9,0.93,1815.0,2.8
2023-06-18,African Cup of Nations qualification,2023,Qualification,Algeria,CAF,Uganda,neutral,2,1,W,,,,,,,,,,,,,,"Douala, Cameroon",,True,True,1815.0,1503.0,0.8577,1820.7,5.7
2023-06-20,Friendly,2023,Tournament/Friendly,Algeria,CAF,Tunisia,home,1,1,D,,,,,,,,,,,,,,"Annaba, Algeria",,False,True,1820.7,1814.4,0.6484,1817.8,-3.0
2023-09-07,African Cup of Nations qualification,2023,Qualification,Algeria,CAF,Tanzania,home,0,0,D,,,,,,,,,,,,,,"Annaba, Algeria",,False,True,1817.8,1442.5,0.9391,1800.2,-17.6
2023-09-12,Friendly,2023,Tournament/Friendly,Algeria,CAF,Senegal,away,1,0,W,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1800.2,1860.7,0.2841,1814.5,14.3
2023-10-12,Friendly,2023,Tournament/Friendly,Algeria,CAF,Cape Verde,home,5,1,W,,,,,,,,,,,,,,"Constantine, Algeria",,False,True,1814.5,1609.8,0.8525,1820.0,5.5
2023-10-16,Friendly,2023,Tournament/Friendly,Algeria,CAF,Egypt,neutral,1,1,D,,,,,,,,,,,,,,"Al Ain, United Arab Emirates",,True,True,1820.0,1782.3,0.5541,1819.0,-1.1
2023-11-16,FIFA World Cup qualification,2023,Qualification,Algeria,CAF,Somalia,home,3,1,W,,,,,,,,,,,,,,"Algiers, Algeria",,False,True,1819.0,1015.3,0.9945,1819.3,0.3
2023-11-19,FIFA World Cup qualification,2023,Qualification,Algeria,CAF,Mozambique,away,2,0,W,,,,,,,,,,,,,,"Maputo, Mozambique",,False,True,1819.3,1491.0,0.7882,1832.0,12.7
2024-01-05,Friendly,2024,Tournament/Friendly,Algeria,CAF,Togo,away,3,0,W,,,,,,,,,,,,,,"Lomé, Togo",,False,True,1832.0,1508.0,0.784,1839.6,7.6
2024-01-09,Friendly,2024,Tournament/Friendly,Algeria,CAF,Burundi,neutral,4,0,W,,,,,,,,,,,,,,"Lomé, Togo",,True,True,1839.6,1451.4,0.9033,1843.2,3.6
2024-01-15,African Cup of Nations,2024,Tournament/Friendly,Algeria,CAF,Angola,neutral,1,1,D,,,,,,,,,,,,,,"Bouaké, Ivory Coast",,True,True,1843.2,1524.8,0.8621,1825.1,-18.1
2024-01-20,African Cup of Nations,2024,Tournament/Friendly,Algeria,CAF,Burkina Faso,neutral,2,2,D,,,,,,,,,,,,,,"Bouaké, Ivory Coast",,True,True,1825.1,1693.0,0.6814,1816.0,-9.1
2024-01-23,African Cup of Nations,2024,Tournament/Friendly,Algeria,CAF,Mauritania,neutral,0,1,L,,,,,,,,,,,,,,"Bouaké, Ivory Coast",,True,True,1816.0,1470.6,0.8796,1772.0,-44.0
2024-03-22,FIFA Series,2024,Tournament/Friendly,Algeria,CAF,Bolivia,home,3,2,W,,,,,,,,,,,,,,"Algiers, Algeria",,False,True,1772.0,1680.3,0.7509,1777.0,5.0
2024-03-26,FIFA Series,2024,Tournament/Friendly,Algeria,CAF,South Africa,home,3,3,D,,,,,,,,,,,,,,"Algiers, Algeria",,False,True,1777.0,1689.6,0.7463,1772.1,-4.9
2024-06-06,FIFA World Cup qualification,2024,Qualification,Algeria,CAF,Guinea,home,1,2,L,,,,,,,,,,,,,,"Algiers, Algeria",,False,True,1772.1,1596.0,0.8305,1738.9,-33.2
2024-06-10,FIFA World Cup qualification,2024,Qualification,Algeria,CAF,Uganda,away,2,1,W,,,,,,,,,,,,,,"Kira, Uganda",,False,True,1738.9,1489.1,0.7032,1750.7,11.9
2024-09-05,African Cup of Nations qualification,2024,Qualification,Algeria,CAF,Equatorial Guinea,home,2,0,W,,,,,,,,,,,,,,"Oran, Algeria",,False,True,1750.7,1598.6,0.8103,1762.1,11.4
2024-09-10,African Cup of Nations qualification,2024,Qualification,Algeria,CAF,Liberia,away,3,0,W,,,,,,,,,,,,,,"Monrovia, Liberia",,False,True,1762.1,1431.9,0.7901,1776.8,14.7
2024-10-10,African Cup of Nations qualification,2024,Qualification,Algeria,CAF,Togo,home,5,1,W,,,,,,,,,,,,,,"Annaba, Algeria",,False,True,1776.8,1487.1,0.9041,1784.0,7.2
2024-10-14,African Cup of Nations qualification,2024,Qualification,Algeria,CAF,Togo,away,1,0,W,,,,,,,,,,,,,,"Lomé, Togo",,False,True,1784.0,1479.9,0.764,1793.5,9.4
2024-11-14,African Cup of Nations qualification,2024,Qualification,Algeria,CAF,Equatorial Guinea,away,0,0,D,,,,,,,,,,,,,,"Malabo, Equatorial Guinea",,False,True,1793.5,1599.5,0.632,1788.2,-5.3
2024-11-17,African Cup of Nations qualification,2024,Qualification,Algeria,CAF,Liberia,home,5,1,W,,,,,,,,,,,,,,"Tizi Ouzou, Algeria",,False,True,1788.2,1412.7,0.9392,1792.7,4.6
2025-03-21,FIFA World Cup qualification,2025,Qualification,Algeria,CAF,Botswana,away,3,1,W,,,,,,,,,,,,,,"Francistown, Botswana",,False,True,1792.7,1478.7,0.7742,1806.3,13.5
2025-03-25,FIFA World Cup qualification,2025,Qualification,Algeria,CAF,Mozambique,home,5,1,W,,,,,,,,,,,,,,"Tizi Ouzou, Algeria",,False,True,1806.3,1574.0,0.8713,1815.9,9.7
2025-06-05,Friendly,2025,Tournament/Friendly,Algeria,CAF,Rwanda,home,2,0,W,,,,,,,,,,,,,,"Constantine, Algeria",,False,True,1815.9,1431.2,0.9421,1817.7,1.7
2025-06-09,Friendly,2025,Tournament/Friendly,Algeria,CAF,Rwanda,home,2,0,W,,,,,,,,,,,,,,"Blida, Algeria",,False,True,1817.7,1429.5,0.9432,1819.4,1.7
2025-06-10,Friendly,2025,Tournament/Friendly,Algeria,CAF,Sweden,away,3,4,L,,,,,,,,,,,,,,"Solna, Sweden",,False,True,1819.4,1807.1,0.3763,1811.8,-7.5
2025-09-04,FIFA World Cup qualification,2025,Qualification,Algeria,CAF,Botswana,home,3,1,W,,,,,,,,,,,,,,"Tizi Ouzou, Algeria",,False,True,1811.8,1467.8,0.928,1816.2,4.3
2025-09-08,FIFA World Cup qualification,2025,Qualification,Algeria,CAF,Guinea,neutral,0,0,D,,,,,,,,,,,,,,"Casablanca, Morocco",,True,True,1816.2,1572.4,0.8027,1804.1,-12.1
2025-10-09,FIFA World Cup qualification,2025,Qualification,Algeria,CAF,Somalia,home,3,0,W,,,,,,,,,,,,,,"Bir El Djir, Algeria",,False,True,1804.1,1024.5,0.9937,1804.5,0.4
2025-10-14,FIFA World Cup qualification,2025,Qualification,Algeria,CAF,Uganda,home,2,1,W,,,,,,,,,,,,,,"Tizi Ouzou, Algeria",,False,True,1804.5,1555.9,0.8815,1809.2,4.7
2025-11-13,Friendly,2025,Tournament/Friendly,Algeria,CAF,Zimbabwe,neutral,3,1,W,,,,,,,,,,,,,,"Jeddah, Saudi Arabia",,True,True,1809.2,1438.3,0.8943,1812.4,3.2
2025-11-18,Friendly,2025,Tournament/Friendly,Algeria,CAF,Saudi Arabia,away,2,0,W,,,,,,,,,,,,,,"Jeddah, Saudi Arabia",,False,True,1812.4,1713.1,0.499,1827.4,15.0
2025-12-03,Arab Cup,2025,Tournament/Friendly,Algeria,CAF,Sudan,neutral,0,0,D,,,,,,,,,,,,,,"Al Rayyan, Qatar",,True,True,1827.4,1505.4,0.8646,1816.5,-10.9
2025-12-06,Arab Cup,2025,Tournament/Friendly,Algeria,CAF,Bahrain,neutral,5,1,W,,,,,,,,,,,,,,"Al Rayyan, Qatar",,True,True,1816.5,1534.2,0.8355,1825.8,9.3
2025-12-09,Arab Cup,2025,Tournament/Friendly,Algeria,CAF,Iraq,neutral,2,0,W,,,,,,,,,,,,,,"Al Rayyan, Qatar",,True,True,1825.8,1745.3,0.6138,1843.1,17.4
2025-12-12,Arab Cup,2025,Tournament/Friendly,Algeria,CAF,United Arab Emirates,neutral,1,1,D,,,,,,,,,,,,,,"Al Khor, Qatar",,True,True,1843.1,1667.0,0.7338,1836.1,-7.0
2025-12-24,African Cup of Nations,2025,Tournament/Friendly,Algeria,CAF,Sudan,neutral,3,0,W,,,,,,,,,,,,,,"Rabat, Morocco",,True,True,1836.1,1485.1,0.883,1846.4,10.2
2025-12-28,African Cup of Nations,2025,Tournament/Friendly,Algeria,CAF,Burkina Faso,neutral,1,0,W,,,,,,,,,,,,,,"Rabat, Morocco",,True,True,1846.4,1693.2,0.7071,1861.0,14.6
2025-12-31,African Cup of Nations,2025,Tournament/Friendly,Algeria,CAF,Equatorial Guinea,neutral,3,1,W,,,,,,,,,,,,,,"Rabat, Morocco",,True,True,1861.0,1446.9,0.9156,1867.3,6.3
2026-01-06,African Cup of Nations,2026,Tournament/Friendly,Algeria,CAF,DR Congo,neutral,1,0,W,,,,,,,,,,,,,,"Rabat, Morocco",,True,True,1867.3,1766.5,0.6412,1885.3,17.9
2026-01-10,African Cup of Nations,2026,Tournament/Friendly,Algeria,CAF,Nigeria,neutral,0,2,L,,,,,,,,,,,,,,"Marrakesh, Morocco",,True,True,1885.3,1808.4,0.6088,1839.6,-45.7
2026-03-27,Friendly,2026,Tournament/Friendly,Algeria,CAF,Guatemala,neutral,7,0,W,,,,,,,,,,,,,,"Genoa, Italy",,True,True,1839.6,1676.1,0.7193,1852.2,12.6
2026-03-31,Friendly,2026,Tournament/Friendly,Algeria,CAF,Uruguay,neutral,0,0,D,,,,,,,,,,,,,,"Turin, Italy",,True,True,1852.2,1977.8,0.3268,1855.7,3.5
2026-06-03,Friendly,2026,Tournament/Friendly,Algeria,CAF,Netherlands,away,1,0,W,,,,,,,,,,,,,,"Rotterdam, Netherlands",,False,True,1855.7,2018.8,0.1803,1872.1,16.4
2026-06-10,Friendly,2026,Tournament/Friendly,Algeria,CAF,Bolivia,neutral,4,0,W,,,,,,,,,,,,,,"Kansas City, United States",,True,True,1872.1,1730.2,0.6936,1883.6,11.5
2022-01-27,FIFA World Cup qualification,2022,Qualification,Argentina,CONMEBOL,Chile,away,2,1,W,,,,,,,,,,,,,,"Calama, Chile",,False,True,2163.2,1860.6,0.7625,2172.7,9.5
2022-02-01,FIFA World Cup qualification,2022,Qualification,Argentina,CONMEBOL,Colombia,home,1,0,W,,,,,,,,,,,,,,"Córdoba, Argentina",,False,True,2172.7,1940.7,0.8711,2177.8,5.2
2022-03-25,FIFA World Cup qualification,2022,Qualification,Argentina,CONMEBOL,Venezuela,home,3,0,W,,,,,,,,,,,,,,"Buenos Aires, Argentina",,False,True,2177.8,1753.5,0.9534,2181.1,3.3
2022-03-29,FIFA World Cup qualification,2022,Qualification,Argentina,CONMEBOL,Ecuador,away,1,1,D,,,,,,,,,,,,,,"Guayaquil, Ecuador",,False,True,2181.1,1894.7,0.7451,2171.3,-9.8
2022-06-01,CONMEBOL–UEFA Cup of Champions,2022,Tournament/Friendly,Argentina,CONMEBOL,Italy,neutral,3,0,W,,,,,,,,,,,,,,"Paris, France",,True,True,2171.3,2048.5,0.6698,2188.6,17.3
2022-06-05,Friendly,2022,Tournament/Friendly,Argentina,CONMEBOL,Estonia,neutral,5,0,W,,,,,,,,,,,,,,"Pamplona, Spain",,True,True,2188.6,1442.4,0.9866,2189.2,0.5
2022-09-23,Friendly,2022,Tournament/Friendly,Argentina,CONMEBOL,Honduras,neutral,3,0,W,,,,,,,,,,,,,,"Miami Gardens, United States",,True,True,2189.2,1580.1,0.9709,2190.2,1.0
2022-09-27,Friendly,2022,Tournament/Friendly,Argentina,CONMEBOL,Jamaica,neutral,3,0,W,,,,,,,,,,,,,,"Harrison, United States",,True,True,2190.2,1673.5,0.9514,2191.9,1.7
2022-11-16,Friendly,2022,Tournament/Friendly,Argentina,CONMEBOL,United Arab Emirates,away,5,0,W,,,,,,,,,,,,,,"Abu Dhabi, United Arab Emirates",,False,True,2191.9,1610.8,0.941,2194.3,2.4
2022-11-22,FIFA World Cup,2022,Tournament/Friendly,Argentina,CONMEBOL,Saudi Arabia,neutral,1,2,L,,,,,,,,,,,,,,"Lusail, Qatar",,True,True,2194.3,1750.3,0.928,2138.6,-55.7
2022-11-26,FIFA World Cup,2022,Tournament/Friendly,Argentina,CONMEBOL,Mexico,neutral,2,0,W,,,,,,,,,,,,,,"Lusail, Qatar",,True,True,2138.6,1906.5,0.7918,2157.3,18.7
2022-11-30,FIFA World Cup,2022,Tournament/Friendly,Argentina,CONMEBOL,Poland,neutral,2,0,W,,,,,,,,,,,,,,"Doha, Qatar",,True,True,2157.3,1903.2,0.8119,2174.2,16.9
2022-12-03,FIFA World Cup,2022,Tournament/Friendly,Argentina,CONMEBOL,Australia,neutral,2,1,W,,,,,,,,,,,,,,"Al Rayyan, Qatar",,True,True,2174.2,1878.8,0.8457,2183.5,9.3
2022-12-09,FIFA World Cup,2022,Tournament/Friendly,Argentina,CONMEBOL,Netherlands,neutral,2,2,D,,,,,,,,,,,,,,"Lusail, Qatar",,True,True,2183.5,2126.0,0.582,2178.6,-4.9
2022-12-13,FIFA World Cup,2022,Tournament/Friendly,Argentina,CONMEBOL,Croatia,neutral,3,0,W,,,,,,,,,,,,,,"Lusail, Qatar",,True,True,2178.6,2016.2,0.718,2208.2,29.6
2022-12-18,FIFA World Cup,2022,Tournament/Friendly,Argentina,CONMEBOL,France,neutral,3,3,D,,,,,,,,,,,,,,"Lusail, Qatar",,True,True,2208.2,2129.8,0.6109,2201.5,-6.7
2023-03-23,Friendly,2023,Tournament/Friendly,Argentina,CONMEBOL,Panama,home,2,0,W,,,,,,,,,,,,,,"Buenos Aires, Argentina",,False,True,2201.5,1767.7,0.9558,2202.9,1.3
2023-03-28,Friendly,2023,Tournament/Friendly,Argentina,CONMEBOL,Curaçao,home,7,0,W,,,,,,,,,,,,,,"Santiago del Estero, Argentina",,False,True,2202.9,1508.8,0.9898,2203.3,0.5
2023-06-15,Friendly,2023,Tournament/Friendly,Argentina,CONMEBOL,Australia,neutral,2,0,W,,,,,,,,,,,,,,"Beijing, China",,True,True,2203.3,1870.2,0.8719,2207.2,3.8
2023-06-19,Friendly,2023,Tournament/Friendly,Argentina,CONMEBOL,Indonesia,away,2,0,W,,,,,,,,,,,,,,"Jakarta, Indonesia",,False,True,2207.2,1435.9,0.9794,2207.8,0.6
2023-09-07,FIFA World Cup qualification,2023,Qualification,Argentina,CONMEBOL,Ecuador,home,1,0,W,,,,,,,,,,,,,,"Buenos Aires, Argentina",,False,True,2207.8,1932.6,0.8966,2211.9,4.1
2023-09-12,FIFA World Cup qualification,2023,Qualification,Argentina,CONMEBOL,Bolivia,away,3,0,W,,,,,,,,,,,,,,"La Paz, Bolivia",,False,True,2211.9,1668.8,0.9276,2217.0,5.1
2023-10-12,FIFA World Cup qualification,2023,Qualification,Argentina,CONMEBOL,Paraguay,home,1,0,W,,,,,,,,,,,,,,"Buenos Aires, Argentina",,False,True,2217.0,1775.7,0.9575,2218.7,1.7
2023-10-17,FIFA World Cup qualification,2023,Qualification,Argentina,CONMEBOL,Peru,away,2,0,W,,,,,,,,,,,,,,"Lima, Peru",,False,True,2218.7,1872.1,0.8052,2230.4,11.7
2023-11-16,FIFA World Cup qualification,2023,Qualification,Argentina,CONMEBOL,Uruguay,home,0,2,L,,,,,,,,,,,,,,"Buenos Aires, Argentina",,False,True,2230.4,2024.0,0.8536,2179.1,-51.2
2023-11-21,FIFA World Cup qualification,2023,Qualification,Argentina,CONMEBOL,Brazil,away,1,0,W,,,,,,,,,,,,,,"Rio de Janeiro, Brazil",,False,True,2179.1,2098.0,0.4729,2200.2,21.1
2024-03-22,Friendly,2024,Tournament/Friendly,Argentina,CONMEBOL,El Salvador,neutral,3,0,W,,,,,,,,,,,,,,"Philadelphia, United States",,True,True,2200.2,1520.2,0.9804,2200.9,0.7
2024-03-26,Friendly,2024,Tournament/Friendly,Argentina,CONMEBOL,Costa Rica,neutral,3,1,W,,,,,,,,,,,,,,"Los Angeles, United States",,True,True,2200.9,1718.6,0.9414,2202.7,1.8
2024-06-09,Friendly,2024,Tournament/Friendly,Argentina,CONMEBOL,Ecuador,neutral,1,0,W,,,,,,,,,,,,,,"Chicago, United States",,True,True,2202.7,1950.5,0.8102,2206.5,3.8
2024-06-14,Friendly,2024,Tournament/Friendly,Argentina,CONMEBOL,Guatemala,neutral,4,1,W,,,,,,,,,,,,,,"Landover, United States",,True,True,2206.5,1631.8,0.9647,2207.7,1.2
2024-06-20,Copa América,2024,Tournament/Friendly,Argentina,CONMEBOL,Canada,neutral,2,0,W,,,,,,,,,,,,,,"Atlanta, United States",,True,True,2207.7,1834.2,0.8957,2215.5,7.8
2024-06-25,Copa América,2024,Tournament/Friendly,Argentina,CONMEBOL,Chile,neutral,1,0,W,,,,,,,,,,,,,,"East Rutherford, United States",,True,True,2215.5,1805.5,0.9138,2219.8,4.3
2024-06-29,Copa América,2024,Tournament/Friendly,Argentina,CONMEBOL,Peru,neutral,2,0,W,,,,,,,,,,,,,,"Miami Gardens, United States",,True,True,2219.8,1794.0,0.9207,2225.8,6.0
2024-07-04,Copa América,2024,Tournament/Friendly,Argentina,CONMEBOL,Ecuador,neutral,1,1,D,,,,,,,,,,,,,,"Houston, United States",,True,True,2225.8,1937.7,0.84,2208.8,-17.0
2024-07-09,Copa América,2024,Tournament/Friendly,Argentina,CONMEBOL,Canada,neutral,2,0,W,,,,,,,,,,,,,,"East Rutherford, United States",,True,True,2208.8,1852.0,0.8863,2217.3,8.5
2024-07-14,Copa América,2024,Tournament/Friendly,Argentina,CONMEBOL,Colombia,neutral,1,0,W,,,,,,,,,,,,,,"Miami Gardens, United States",,True,True,2217.3,2144.6,0.6031,2237.2,19.8
2024-09-05,FIFA World Cup qualification,2024,Qualification,Argentina,CONMEBOL,Chile,home,3,0,W,,,,,,,,,,,,,,"Buenos Aires, Argentina",,False,True,2237.2,1804.7,0.9554,2240.3,3.1
2024-09-10,FIFA World Cup qualification,2024,Qualification,Argentina,CONMEBOL,Colombia,away,1,2,L,,,,,,,,,,,,,,"Barranquilla, Colombia",,False,True,2240.3,2112.9,0.5393,2218.7,-21.6
2024-10-10,FIFA World Cup qualification,2024,Qualification,Argentina,CONMEBOL,Venezuela,away,1,1,D,,,,,,,,,,,,,,"Maturín, Venezuela",,False,True,2218.7,1858.4,0.8173,2206.0,-12.7
2024-10-15,FIFA World Cup qualification,2024,Qualification,Argentina,CONMEBOL,Bolivia,home,6,0,W,,,,,,,,,,,,,,"Buenos Aires, Argentina",,False,True,2206.0,1749.4,0.961,2209.3,3.3
2024-11-14,FIFA World Cup qualification,2024,Qualification,Argentina,CONMEBOL,Paraguay,away,1,2,L,,,,,,,,,,,,,,"Asunción, Paraguay",,False,True,2209.3,1816.3,0.8438,2175.6,-33.8
2024-11-19,FIFA World Cup qualification,2024,Qualification,Argentina,CONMEBOL,Peru,home,1,0,W,,,,,,,,,,,,,,"Buenos Aires, Argentina",,False,True,2175.6,1802.8,0.9383,2178.1,2.5
2025-03-21,FIFA World Cup qualification,2025,Qualification,Argentina,CONMEBOL,Uruguay,away,1,0,W,,,,,,,,,,,,,,"Montevideo, Uruguay",,False,True,2178.1,2025.7,0.5748,2195.1,17.0
2025-03-25,FIFA World Cup qualification,2025,Qualification,Argentina,CONMEBOL,Brazil,home,4,1,W,,,,,,,,,,,,,,"Buenos Aires, Argentina",,False,True,2195.1,2082.1,0.7731,2210.9,15.9
2025-06-05,FIFA World Cup qualification,2025,Qualification,Argentina,CONMEBOL,Chile,away,1,0,W,,,,,,,,,,,,,,"Santiago, Chile",,False,True,2210.9,1803.5,0.8544,2216.8,5.8
2025-06-10,FIFA World Cup qualification,2025,Qualification,Argentina,CONMEBOL,Colombia,home,1,1,D,,,,,,,,,,,,,,"Buenos Aires, Argentina",,False,True,2216.8,2012.1,0.8524,2202.7,-14.1
2025-09-04,FIFA World Cup qualification,2025,Qualification,Argentina,CONMEBOL,Venezuela,home,3,0,W,,,,,,,,,,,,,,"Buenos Aires, Argentina",,False,True,2202.7,1829.9,0.9383,2207.0,4.3
2025-09-09,FIFA World Cup qualification,2025,Qualification,Argentina,CONMEBOL,Ecuador,away,0,1,L,,,,,,,,,,,,,,"Guayaquil, Ecuador",,False,True,2207.0,1988.6,0.6641,2180.4,-26.6
2025-10-10,Friendly,2025,Tournament/Friendly,Argentina,CONMEBOL,Venezuela,neutral,1,0,W,,,,,,,,,,,,,,"Miami Gardens, United States",,True,True,2180.4,1801.0,0.8988,2182.4,2.0
2025-10-14,Friendly,2025,Tournament/Friendly,Argentina,CONMEBOL,Puerto Rico,neutral,6,0,W,,,,,,,,,,,,,,"Fort Lauderdale, United States",,True,True,2182.4,1352.3,0.9917,2182.8,0.4
2025-11-14,Friendly,2025,Tournament/Friendly,Argentina,CONMEBOL,Angola,away,2,0,W,,,,,,,,,,,,,,"Luanda, Angola",,False,True,2182.8,1597.1,0.9425,2184.5,1.7
2026-03-27,Friendly,2026,Tournament/Friendly,Argentina,CONMEBOL,Mauritania,home,2,1,W,,,,,,,,,,,,,,"Buenos Aires, Argentina",,False,True,2184.5,1427.2,0.9929,2184.7,0.1
2026-03-31,Friendly,2026,Tournament/Friendly,Argentina,CONMEBOL,Zambia,home,5,0,W,,,,,,,,,,,,,,"Buenos Aires, Argentina",,False,True,2184.7,1550.1,0.9856,2185.2,0.6
2026-06-06,Friendly,2026,Tournament/Friendly,Argentina,CONMEBOL,Honduras,neutral,2,0,W,,,,,,,,,,,,,,"College Station, United States",,True,True,2185.2,1713.0,0.9381,2187.1,1.9
2026-06-09,Friendly,2026,Tournament/Friendly,Argentina,CONMEBOL,Iceland,neutral,3,0,W,,,,,,,,,,,,,,"Auburn, United States",,True,True,2187.1,1628.1,0.9615,2188.4,1.3
2022-01-27,FIFA World Cup qualification,2022,Qualification,Australia,AFC,Vietnam,home,4,0,W,,,,,,,,,,,,,,"Melbourne, Australia",,False,True,1837.2,1483.2,0.9317,1842.3,5.1
2022-02-01,FIFA World Cup qualification,2022,Qualification,Australia,AFC,Oman,away,2,2,D,,,,,,,,,,,,,,"Muscat, Oman",,False,True,1842.3,1628.5,0.6582,1836.0,-6.3
2022-03-24,FIFA World Cup qualification,2022,Qualification,Australia,AFC,Japan,home,0,2,L,,,,,,,,,,,,,,"Sydney, Australia",,False,True,1836.0,1885.2,0.5726,1801.6,-34.4
2022-03-29,FIFA World Cup qualification,2022,Qualification,Australia,AFC,Saudi Arabia,away,0,1,L,,,,,,,,,,,,,,"Jeddah, Saudi Arabia",,False,True,1801.6,1742.1,0.4421,1784.0,-17.7
2022-06-01,Friendly,2022,Tournament/Friendly,Australia,AFC,Jordan,neutral,2,1,W,,,,,,,,,,,,,,"Al Wakrah, Qatar",,True,True,1784.0,1658.4,0.6732,1790.5,6.5
2022-06-07,FIFA World Cup qualification,2022,Qualification,Australia,AFC,United Arab Emirates,neutral,2,1,W,,,,,,,,,,,,,,"Al Rayyan, Qatar",,True,True,1790.5,1641.1,0.7027,1802.4,11.9
2022-06-13,FIFA World Cup qualification,2022,Qualification,Australia,AFC,Peru,neutral,0,0,D,,,,,,,,,,,,,,"Al Rayyan, Qatar",,True,True,1802.4,1927.9,0.3268,1809.3,6.9
2022-09-22,Friendly,2022,Tournament/Friendly,Australia,AFC,New Zealand,home,1,0,W,,,,,,,,,,,,,,"Brisbane, Australia",,False,True,1809.3,1748.1,0.7167,1815.0,5.7
2022-09-25,Friendly,2022,Tournament/Friendly,Australia,AFC,New Zealand,away,2,0,W,,,,,,,,,,,,,,"Auckland, New Zealand",,False,True,1815.0,1742.4,0.4606,1831.2,16.2
2022-11-22,FIFA World Cup,2022,Tournament/Friendly,Australia,AFC,France,neutral,1,4,L,,,,,,,,,,,,,,"Al Wakrah, Qatar",,True,True,1831.2,2043.4,0.2277,1807.3,-23.9
2022-11-26,FIFA World Cup,2022,Tournament/Friendly,Australia,AFC,Tunisia,neutral,1,0,W,,,,,,,,,,,,,,"Al Wakrah, Qatar",,True,True,1807.3,1810.2,0.4958,1837.5,30.3
2022-11-30,FIFA World Cup,2022,Tournament/Friendly,Australia,AFC,Denmark,neutral,1,0,W,,,,,,,,,,,,,,"Al Wakrah, Qatar",,True,True,1837.5,1974.5,0.3125,1878.8,41.3
