date,competition,season,stage,team,confederation,opponent,home_away,goals_for,goals_against,result,shots,shots_on_target,shots_off_target,possession_pct,corners,fouls,yellow_cards,red_cards,saves,offsides,passes,pass_accuracy_pct,xg,venue,referee,neutral,qualified_wc2026,elo_pre,opp_elo_pre,elo_win_prob,elo_post,elo_change
2025-06-15,Gold Cup,2025,Tournament/Friendly,Saudi Arabia,AFC,Haiti,neutral,1,0,W,,,,,,,,,,,,,,"San Diego, United States",,True,True,1708.4,1672.0,0.5522,1730.8,22.4
2025-06-19,Gold Cup,2025,Tournament/Friendly,Saudi Arabia,AFC,USA,away,0,1,L,,,,,,,,,,,,,,"Austin, United States",,False,True,1730.8,1808.7,0.2642,1717.6,-13.2
2025-06-22,Gold Cup,2025,Tournament/Friendly,Saudi Arabia,AFC,Trinidad and Tobago,neutral,1,1,D,,,,,,,,,,,,,,"Paradise, United States",,True,True,1717.6,1553.0,0.7206,1706.6,-11.0
2025-06-28,Gold Cup,2025,Tournament/Friendly,Saudi Arabia,AFC,Mexico,neutral,0,2,L,,,,,,,,,,,,,,"Glendale, United States",,True,True,1706.6,1922.6,0.2238,1689.8,-16.8
2025-09-04,Friendly,2025,Tournament/Friendly,Saudi Arabia,AFC,North Macedonia,neutral,2,1,W,,,,,,,,,,,,,,"Prague, Czech Republic",,True,True,1689.8,1689.9,0.4997,1699.8,10.0
2025-09-08,Friendly,2025,Tournament/Friendly,Saudi Arabia,AFC,Czech Republic,away,1,1,D,,,,,,,,,,,,,,"Hradec Králové, Czech Republic",,False,True,1699.8,1819.8,0.2198,1705.4,5.6
2025-10-08,FIFA World Cup qualification,2025,Qualification,Saudi Arabia,AFC,Indonesia,home,3,2,W,,,,,,,,,,,,,,"Jeddah, Saudi Arabia",,False,True,1705.4,1504.7,0.8495,1711.4,6.0
2025-10-14,FIFA World Cup qualification,2025,Qualification,Saudi Arabia,AFC,Iraq,home,0,0,D,,,,,,,,,,,,,,"Jeddah, Saudi Arabia",,False,True,1711.4,1705.5,0.6478,1705.5,-5.9
2025-11-14,Friendly,2025,Tournament/Friendly,Saudi Arabia,AFC,Ivory Coast,home,1,0,W,,,,,,,,,,,,,,"Jeddah, Saudi Arabia",,False,True,1705.5,1720.4,0.6201,1713.1,7.6
2025-11-18,Friendly,2025,Tournament/Friendly,Saudi Arabia,AFC,Algeria,home,0,2,L,,,,,,,,,,,,,,"Jeddah, Saudi Arabia",,False,True,1713.1,1812.4,0.501,1698.1,-15.0
2025-12-02,Arab Cup,2025,Tournament/Friendly,Saudi Arabia,AFC,Oman,neutral,2,1,W,,,,,,,,,,,,,,"Al Rayyan, Qatar",,True,True,1698.1,1579.0,0.6649,1708.1,10.1
2025-12-05,Arab Cup,2025,Tournament/Friendly,Saudi Arabia,AFC,Comoros,neutral,3,1,W,,,,,,,,,,,,,,"Al Khor, Qatar",,True,True,1708.1,1488.9,0.7794,1718.0,9.9
2025-12-08,Arab Cup,2025,Tournament/Friendly,Saudi Arabia,AFC,Morocco,neutral,0,1,L,,,,,,,,,,,,,,"Lusail, Qatar",,True,True,1718.0,1921.0,0.2372,1710.9,-7.1
2025-12-11,Arab Cup,2025,Tournament/Friendly,Saudi Arabia,AFC,Palestine,neutral,2,1,W,,,,,,,,,,,,,,"Lusail, Qatar",,True,True,1710.9,1599.9,0.6545,1721.3,10.4
2025-12-15,Arab Cup,2025,Tournament/Friendly,Saudi Arabia,AFC,Jordan,neutral,0,1,L,,,,,,,,,,,,,,"Al Khor, Qatar",,True,True,1721.3,1780.3,0.4158,1708.8,-12.5
2026-03-27,Friendly,2026,Tournament/Friendly,Saudi Arabia,AFC,Egypt,home,0,4,L,,,,,,,,,,,,,,"Jeddah, Saudi Arabia",,False,True,1708.8,1775.8,0.5473,1688.3,-20.5
2026-03-31,Friendly,2026,Tournament/Friendly,Saudi Arabia,AFC,Serbia,away,1,2,L,,,,,,,,,,,,,,"Bačka Topola, Serbia",,False,True,1688.3,1827.0,0.2019,1684.2,-4.0
2026-05-30,Friendly,2026,Tournament/Friendly,Saudi Arabia,AFC,Ecuador,neutral,1,2,L,,,,,,,,,,,,,,"Harrison, United States",,True,True,1684.2,2020.5,0.1261,1681.7,-2.5
2026-06-05,Friendly,2026,Tournament/Friendly,Saudi Arabia,AFC,Puerto Rico,neutral,3,0,W,,,,,,,,,,,,,,"Austin, United States",,True,True,1681.7,1355.8,0.8672,1686.4,4.6
2026-06-09,Friendly,2026,Tournament/Friendly,Saudi Arabia,AFC,Senegal,neutral,0,0,D,,,,,,,,,,,,,,"San Antonio, United States",,True,True,1686.4,1918.6,0.208,1692.2,5.8
2022-03-24,Friendly,2022,Tournament/Friendly,Scotland,UEFA,Poland,home,1,1,D,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1773.4,1817.4,0.58,1771.8,-1.6
2022-03-29,Friendly,2022,Tournament/Friendly,Scotland,UEFA,Austria,away,2,2,D,,,,,,,,,,,,,,"Vienna, Austria",,False,True,1771.8,1762.3,0.3726,1774.4,2.5
2022-06-01,FIFA World Cup qualification,2022,Qualification,Scotland,UEFA,Ukraine,home,1,3,L,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1774.4,1851.3,0.5331,1742.4,-32.0
2022-06-08,UEFA Nations League,2022,Tournament/Friendly,Scotland,UEFA,Armenia,home,2,0,W,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1742.4,1579.0,0.8199,1753.2,10.8
2022-06-11,UEFA Nations League,2022,Tournament/Friendly,Scotland,UEFA,Republic of Ireland,away,0,3,L,,,,,,,,,,,,,,"Dublin, Republic of Ireland",,False,True,1753.2,1700.6,0.4322,1722.9,-30.3
2022-06-14,UEFA Nations League,2022,Tournament/Friendly,Scotland,UEFA,Armenia,away,4,1,W,,,,,,,,,,,,,,"Yerevan, Armenia",,False,True,1722.9,1558.5,0.5916,1751.5,28.6
2022-09-21,UEFA Nations League,2022,Tournament/Friendly,Scotland,UEFA,Ukraine,home,3,0,W,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1751.5,1886.1,0.4504,1790.0,38.5
2022-09-24,UEFA Nations League,2022,Tournament/Friendly,Scotland,UEFA,Republic of Ireland,home,2,1,W,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1790.0,1739.7,0.7038,1801.8,11.8
2022-09-27,UEFA Nations League,2022,Tournament/Friendly,Scotland,UEFA,Ukraine,neutral,0,0,D,,,,,,,,,,,,,,"Kraków, Poland",,True,True,1801.8,1865.4,0.4095,1805.4,3.6
2022-11-16,Friendly,2022,Tournament/Friendly,Scotland,UEFA,Turkey,away,1,2,L,,,,,,,,,,,,,,"Diyarbakir, Turkey",,False,True,1805.4,1738.4,0.4527,1796.4,-9.1
2023-03-25,UEFA Euro qualification,2023,Qualification,Scotland,UEFA,Cyprus,home,3,0,W,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1796.4,1403.8,0.9446,1800.3,3.9
2023-03-28,UEFA Euro qualification,2023,Qualification,Scotland,UEFA,Spain,home,2,0,W,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1800.3,2064.9,0.2794,1843.5,43.2
2023-06-17,UEFA Euro qualification,2023,Qualification,Scotland,UEFA,Norway,away,2,1,W,,,,,,,,,,,,,,"Oslo, Norway",,False,True,1843.5,1781.2,0.446,1865.7,22.2
2023-06-20,UEFA Euro qualification,2023,Qualification,Scotland,UEFA,Georgia,home,2,0,W,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1865.7,1718.4,0.8059,1877.3,11.6
2023-09-08,UEFA Euro qualification,2023,Qualification,Scotland,UEFA,Cyprus,away,3,0,W,,,,,,,,,,,,,,"Larnaca, Cyprus",,False,True,1877.3,1391.6,0.9021,1884.2,6.9
2023-09-12,Friendly,2023,Tournament/Friendly,Scotland,UEFA,England,home,1,3,L,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1884.2,2061.6,0.3904,1872.5,-11.7
2023-10-12,UEFA Euro qualification,2023,Qualification,Scotland,UEFA,Spain,away,0,2,L,,,,,,,,,,,,,,"Seville, Spain",,False,True,1872.5,2060.6,0.1599,1862.9,-9.6
2023-10-17,Friendly,2023,Tournament/Friendly,Scotland,UEFA,France,away,1,4,L,,,,,,,,,,,,,,"Lille, France",,False,True,1862.9,2178.3,0.0838,1859.9,-2.9
2023-11-16,UEFA Euro qualification,2023,Qualification,Scotland,UEFA,Georgia,away,2,2,D,,,,,,,,,,,,,,"Tbilisi, Georgia",,False,True,1859.9,1694.3,0.5934,1856.2,-3.7
2023-11-19,UEFA Euro qualification,2023,Qualification,Scotland,UEFA,Norway,home,3,3,D,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1856.2,1786.9,0.726,1847.2,-9.0
2024-03-22,Friendly,2024,Tournament/Friendly,Scotland,UEFA,Netherlands,away,0,4,L,,,,,,,,,,,,,,"Amsterdam, Netherlands",,False,True,1847.2,2041.8,0.155,1841.3,-5.8
2024-03-26,Friendly,2024,Tournament/Friendly,Scotland,UEFA,Northern Ireland,home,0,1,L,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1841.3,1545.2,0.9073,1823.2,-18.1
2024-06-03,Friendly,2024,Tournament/Friendly,Scotland,UEFA,Gibraltar,neutral,2,0,W,,,,,,,,,,,,,,"Faro-Loulé, Portugal",,True,True,1823.2,1143.4,0.9804,1823.8,0.6
2024-06-07,Friendly,2024,Tournament/Friendly,Scotland,UEFA,Finland,home,2,2,D,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1823.8,1669.9,0.8117,1817.6,-6.2
2024-06-14,UEFA Euro,2024,Tournament/Friendly,Scotland,UEFA,Germany,away,1,5,L,,,,,,,,,,,,,,"Munich, Germany",,False,True,1817.6,1983.1,0.1782,1800.8,-16.7
2024-06-19,UEFA Euro,2024,Tournament/Friendly,Scotland,UEFA,Switzerland,neutral,1,1,D,,,,,,,,,,,,,,"Cologne, Germany",,True,True,1800.8,1901.5,0.3591,1807.9,7.0
2024-06-23,UEFA Euro,2024,Tournament/Friendly,Scotland,UEFA,Hungary,neutral,0,1,L,,,,,,,,,,,,,,"Stuttgart, Germany",,True,True,1807.9,1828.8,0.47,1784.4,-23.5
2024-09-05,UEFA Nations League,2024,Tournament/Friendly,Scotland,UEFA,Poland,home,2,3,L,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1784.4,1784.2,0.6403,1758.8,-25.6
2024-09-08,UEFA Nations League,2024,Tournament/Friendly,Scotland,UEFA,Portugal,away,1,2,L,,,,,,,,,,,,,,"Lisbon, Portugal",,False,True,1758.8,2025.9,0.1078,1754.5,-4.3
2024-10-12,UEFA Nations League,2024,Tournament/Friendly,Scotland,UEFA,Croatia,away,1,2,L,,,,,,,,,,,,,,"Zagreb, Croatia",,False,True,1754.5,1966.1,0.1426,1748.8,-5.7
2024-10-15,UEFA Nations League,2024,Tournament/Friendly,Scotland,UEFA,Portugal,home,0,0,D,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1748.8,2049.6,0.2394,1759.2,10.4
2024-11-15,UEFA Nations League,2024,Tournament/Friendly,Scotland,UEFA,Croatia,home,1,0,W,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1759.2,1966.8,0.3499,1785.2,26.0
2024-11-18,UEFA Nations League,2024,Tournament/Friendly,Scotland,UEFA,Poland,away,2,1,W,,,,,,,,,,,,,,"Warsaw, Poland",,False,True,1785.2,1779.0,0.3682,1810.5,25.3
2025-03-20,UEFA Nations League,2025,Tournament/Friendly,Scotland,UEFA,Greece,away,1,0,W,,,,,,,,,,,,,,"Piraeus, Greece",,False,True,1810.5,1868.4,0.2871,1839.0,28.5
2025-03-23,UEFA Nations League,2025,Tournament/Friendly,Scotland,UEFA,Greece,home,0,3,L,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1839.0,1839.9,0.6388,1794.3,-44.7
2025-06-06,Friendly,2025,Tournament/Friendly,Scotland,UEFA,Iceland,home,1,3,L,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1794.3,1587.0,0.8543,1768.6,-25.6
2025-06-09,Friendly,2025,Tournament/Friendly,Scotland,UEFA,Liechtenstein,away,4,0,W,,,,,,,,,,,,,,"Vaduz, Liechtenstein",,False,True,1768.6,973.4,0.982,1769.3,0.7
2025-09-05,FIFA World Cup qualification,2025,Qualification,Scotland,UEFA,Denmark,away,0,0,D,,,,,,,,,,,,,,"Copenhagen, Denmark",,False,True,1769.3,1920.0,0.191,1781.7,12.4
2025-09-08,FIFA World Cup qualification,2025,Qualification,Scotland,UEFA,Belarus,neutral,2,0,W,,,,,,,,,,,,,,"Zalaegerszeg, Hungary",,True,True,1781.7,1542.6,0.7984,1793.8,12.1
2025-10-09,FIFA World Cup qualification,2025,Qualification,Scotland,UEFA,Greece,home,3,1,W,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1793.8,1854.9,0.5556,1820.4,26.7
2025-10-12,FIFA World Cup qualification,2025,Qualification,Scotland,UEFA,Belarus,home,2,1,W,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1820.4,1523.6,0.9076,1824.1,3.7
2025-11-15,FIFA World Cup qualification,2025,Qualification,Scotland,UEFA,Greece,away,2,3,L,,,,,,,,,,,,,,"Piraeus, Greece",,False,True,1824.1,1815.7,0.3712,1809.3,-14.8
2025-11-18,FIFA World Cup qualification,2025,Qualification,Scotland,UEFA,Denmark,home,4,2,W,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1809.3,1952.8,0.4377,1843.0,33.7
2026-03-28,Friendly,2026,Tournament/Friendly,Scotland,UEFA,Japan,home,0,1,L,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1843.0,1960.9,0.4742,1833.5,-9.5
2026-03-31,Friendly,2026,Tournament/Friendly,Scotland,UEFA,Ivory Coast,neutral,0,1,L,,,,,,,,,,,,,,"Liverpool, England",,True,True,1833.5,1784.0,0.5708,1822.1,-11.4
2026-05-30,Friendly,2026,Tournament/Friendly,Scotland,UEFA,Curaçao,home,4,1,W,,,,,,,,,,,,,,"Glasgow, Scotland",,False,True,1822.1,1621.0,0.8499,1827.4,5.3
2026-06-06,Friendly,2026,Tournament/Friendly,Scotland,UEFA,Bolivia,neutral,4,0,W,,,,,,,,,,,,,,"Harrison, United States",,True,True,1827.4,1744.5,0.617,1841.7,14.4
2022-01-10,African Cup of Nations,2022,Tournament/Friendly,Senegal,CAF,Zimbabwe,neutral,1,0,W,,,,,,,,,,,,,,"Bafoussam, Cameroon",,True,True,1821.1,1437.6,0.9009,1826.0,5.0
2022-01-14,African Cup of Nations,2022,Tournament/Friendly,Senegal,CAF,Guinea,neutral,0,0,D,,,,,,,,,,,,,,"Bafoussam, Cameroon",,True,True,1826.0,1538.5,0.8396,1809.0,-17.0
2022-01-18,African Cup of Nations,2022,Tournament/Friendly,Senegal,CAF,Malawi,neutral,0,0,D,,,,,,,,,,,,,,"Bafoussam, Cameroon",,True,True,1809.0,1417.8,0.9048,1788.8,-20.2
2022-01-25,African Cup of Nations,2022,Tournament/Friendly,Senegal,CAF,Cape Verde,neutral,2,0,W,,,,,,,,,,,,,,"Bafoussam, Cameroon",,True,True,1788.8,1594.1,0.7541,1807.2,18.4
2022-01-30,African Cup of Nations,2022,Tournament/Friendly,Senegal,CAF,Equatorial Guinea,neutral,3,1,W,,,,,,,,,,,,,,"Yaoundé, Cameroon",,True,True,1807.2,1607.4,0.7596,1825.3,18.0
2022-02-02,African Cup of Nations,2022,Tournament/Friendly,Senegal,CAF,Burkina Faso,neutral,3,1,W,,,,,,,,,,,,,,"Yaoundé, Cameroon",,True,True,1825.3,1691.2,0.6839,1849.0,23.7
2022-02-06,African Cup of Nations,2022,Tournament/Friendly,Senegal,CAF,Egypt,neutral,0,0,D,,,,,,,,,,,,,,"Yaoundé, Cameroon",,True,True,1849.0,1791.2,0.5824,1844.9,-4.1
2022-03-25,FIFA World Cup qualification,2022,Qualification,Senegal,CAF,Egypt,away,0,1,L,,,,,,,,,,,,,,"Cairo, Egypt",,False,True,1844.9,1795.3,0.4279,1827.7,-17.1
2022-03-29,FIFA World Cup qualification,2022,Qualification,Senegal,CAF,Egypt,home,1,0,W,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1827.7,1812.4,0.6601,1841.3,13.6
2022-06-04,African Cup of Nations qualification,2022,Qualification,Senegal,CAF,Benin,home,3,1,W,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1841.3,1571.7,0.8936,1847.7,6.4
2022-06-07,African Cup of Nations qualification,2022,Qualification,Senegal,CAF,Rwanda,home,1,0,W,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1847.7,1401.3,0.9587,1849.4,1.7
2022-07-13,COSAFA Cup,2022,Tournament/Friendly,Senegal,CAF,Eswatini,neutral,1,1,D,,,,,,,,,,,,,,"KwaMashu, South Africa",,True,True,1849.4,1398.1,0.9307,1836.5,-12.9
2022-07-15,COSAFA Cup,2022,Tournament/Friendly,Senegal,CAF,Zambia,neutral,3,4,L,,,,,,,,,,,,,,"Durban, South Africa",,True,True,1836.5,1534.3,0.8506,1810.9,-25.5
2022-07-17,COSAFA Cup,2022,Tournament/Friendly,Senegal,CAF,Mozambique,neutral,1,1,D,,,,,,,,,,,,,,"Durban, South Africa",,True,True,1810.9,1432.2,0.8985,1799.0,-12.0
2022-09-24,Friendly,2022,Tournament/Friendly,Senegal,CAF,Bolivia,neutral,2,0,W,,,,,,,,,,,,,,"Orléans, France",,True,True,1799.0,1693.3,0.6476,1809.6,10.6
2022-09-27,Friendly,2022,Tournament/Friendly,Senegal,CAF,Iran,neutral,1,1,D,,,,,,,,,,,,,,"Maria Enzersdorf, Austria",,True,True,1809.6,1920.2,0.3459,1812.6,3.1
2022-11-21,FIFA World Cup,2022,Tournament/Friendly,Senegal,CAF,Netherlands,neutral,0,2,L,,,,,,,,,,,,,,"Doha, Qatar",,True,True,1812.6,2084.4,0.173,1797.1,-15.6
2022-11-25,FIFA World Cup,2022,Tournament/Friendly,Senegal,CAF,Qatar,away,3,1,W,,,,,,,,,,,,,,"Doha, Qatar",,False,True,1797.1,1740.7,0.4375,1847.7,50.6
2022-11-29,FIFA World Cup,2022,Tournament/Friendly,Senegal,CAF,Ecuador,neutral,2,1,W,,,,,,,,,,,,,,"Al Rayyan, Qatar",,True,True,1847.7,1958.4,0.3458,1886.9,39.3
2022-12-04,FIFA World Cup,2022,Tournament/Friendly,Senegal,CAF,England,neutral,0,3,L,,,,,,,,,,,,,,"Al Khor, Qatar",,True,True,1886.9,2030.0,0.305,1854.9,-32.0
2023-03-24,African Cup of Nations qualification,2023,Qualification,Senegal,CAF,Mozambique,home,5,1,W,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1854.9,1441.2,0.9506,1858.6,3.7
2023-03-28,African Cup of Nations qualification,2023,Qualification,Senegal,CAF,Mozambique,away,1,0,W,,,,,,,,,,,,,,"Maputo, Mozambique",,False,True,1858.6,1437.5,0.864,1864.1,5.4
2023-06-17,African Cup of Nations qualification,2023,Qualification,Senegal,CAF,Benin,away,1,1,D,,,,,,,,,,,,,,"Cotonou, Benin",,False,True,1864.1,1492.0,0.8272,1851.0,-13.1
2023-06-20,Friendly,2023,Tournament/Friendly,Senegal,CAF,Brazil,neutral,4,2,W,,,,,,,,,,,,,,"Lisbon, Portugal",,True,True,1851.0,2183.2,0.1287,1877.1,26.1
2023-09-09,African Cup of Nations qualification,2023,Qualification,Senegal,CAF,Rwanda,away,1,1,D,,,,,,,,,,,,,,"Butare, Rwanda",,False,True,1877.1,1375.6,0.9098,1860.7,-16.4
2023-09-12,Friendly,2023,Tournament/Friendly,Senegal,CAF,Algeria,home,0,1,L,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1860.7,1800.2,0.7159,1846.4,-14.3
2023-10-16,Friendly,2023,Tournament/Friendly,Senegal,CAF,Cameroon,neutral,1,0,W,,,,,,,,,,,,,,"Lens, France",,True,True,1846.4,1738.1,0.651,1853.4,7.0
2023-11-18,FIFA World Cup qualification,2023,Qualification,Senegal,CAF,South Sudan,home,4,0,W,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1853.4,1287.0,0.9789,1855.0,1.6
2023-11-21,FIFA World Cup qualification,2023,Qualification,Senegal,CAF,Togo,away,0,0,D,,,,,,,,,,,,,,"Lomé, Togo",,False,True,1855.0,1495.4,0.8167,1842.3,-12.7
2024-01-08,Friendly,2024,Tournament/Friendly,Senegal,CAF,Niger,home,1,0,W,,,,,,,,,,,,,,"Dakar, Senegal",,False,True,1842.3,1360.6,0.9661,1843.0,0.7
2024-01-15,African Cup of Nations,2024,Tournament/Friendly,Senegal,CAF,Gambia,neutral,3,0,W,,,,,,,,,,,,,,"Yamoussoukro, Ivory Coast",,True,True,1843.0,1515.7,0.8681,1854.5,11.5
2024-01-19,African Cup of Nations,2024,Tournament/Friendly,Senegal,CAF,Cameroon,neutral,3,1,W,,,,,,,,,,,,,,"Yamoussoukro, Ivory Coast",,True,True,1854.5,1710.3,0.6964,1877.3,22.8
2024-01-23,African Cup of Nations,2024,Tournament/Friendly,Senegal,CAF,Guinea,neutral,2,0,W,,,,,,,,,,,,,,"Yamoussoukro, Ivory Coast",,True,True,1877.3,1593.7,0.8365,1889.6,12.3
2024-01-29,African Cup of Nations,2024,Tournament/Friendly,Senegal,CAF,Ivory Coast,away,1,1,D,,,,,,,,,,,,,,"Yamoussoukro, Ivory Coast",,False,True,1889.6,1650.9,0.6896,1880.1,-9.5
2024-03-22,Friendly,2024,Tournament/Friendly,Senegal,CAF,Gabon,neutral,3,0,W,,,,,,,,,,,,,,"Amiens, France",,True,True,1880.1,1552.1,0.8685,1884.7,4.6
2024-03-26,Friendly,2024,Tournament/Friendly,Senegal,CAF,Benin,neutral,1,0,W,,,,,,,,,,,,,,"Amiens, France",,True,True,1884.7,1466.4,0.9174,1886.3,1.7
2024-06-06,FIFA World Cup qualification,2024,Qualification,Senegal,CAF,DR Congo,home,1,1,D,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1886.3,1644.9,0.8771,1871.2,-15.1
2024-06-09,FIFA World Cup qualification,2024,Qualification,Senegal,CAF,Mauritania,away,1,0,W,,,,,,,,,,,,,,"Nouakchott, Mauritania",,False,True,1871.2,1459.0,0.8578,1876.9,5.7
2024-09-06,African Cup of Nations qualification,2024,Qualification,Senegal,CAF,Burkina Faso,home,1,1,D,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1876.9,1601.6,0.8966,1861.1,-15.9
2024-09-09,African Cup of Nations qualification,2024,Qualification,Senegal,CAF,Burundi,neutral,1,0,W,,,,,,,,,,,,,,"Lilongwe, Malawi",,True,True,1861.1,1480.8,0.8993,1865.1,4.0
2024-10-11,African Cup of Nations qualification,2024,Qualification,Senegal,CAF,Malawi,home,4,0,W,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1865.1,1425.7,0.9571,1868.3,3.2
2024-10-15,African Cup of Nations qualification,2024,Qualification,Senegal,CAF,Malawi,away,1,0,W,,,,,,,,,,,,,,"Lilongwe, Malawi",,False,True,1868.3,1422.4,0.8798,1873.1,4.8
2024-11-14,African Cup of Nations qualification,2024,Qualification,Senegal,CAF,Burkina Faso,neutral,1,0,W,,,,,,,,,,,,,,"Bamako, Mali",,True,True,1873.1,1668.3,0.7648,1882.5,9.4
2024-11-19,African Cup of Nations qualification,2024,Qualification,Senegal,CAF,Burundi,home,2,0,W,,,,,,,,,,,,,,"Dakar, Senegal",,False,True,1882.5,1440.5,0.9577,1885.1,2.5
2025-03-22,FIFA World Cup qualification,2025,Qualification,Senegal,CAF,Sudan,neutral,0,0,D,,,,,,,,,,,,,,"Benghazi, Libya",,True,True,1885.1,1521.7,0.8901,1869.5,-15.6
2025-03-25,FIFA World Cup qualification,2025,Qualification,Senegal,CAF,Togo,home,2,0,W,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1869.5,1485.6,0.9419,1872.9,3.5
2025-06-06,Friendly,2025,Tournament/Friendly,Senegal,CAF,Republic of Ireland,away,1,1,D,,,,,,,,,,,,,,"Dublin, Republic of Ireland",,False,True,1872.9,1689.1,0.6184,1870.6,-2.4
2025-06-10,Friendly,2025,Tournament/Friendly,Senegal,CAF,England,away,3,1,W,,,,,,,,,,,,,,"London, England",,False,True,1870.6,2069.6,0.1517,1896.0,25.4
2025-09-05,FIFA World Cup qualification,2025,Qualification,Senegal,CAF,Sudan,home,2,0,W,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1896.0,1524.0,0.938,1899.7,3.7
2025-09-09,FIFA World Cup qualification,2025,Qualification,Senegal,CAF,DR Congo,away,3,2,W,,,,,,,,,,,,,,"Kinshasa, DR Congo",,False,True,1899.7,1707.2,0.6302,1914.5,14.8
2025-10-10,FIFA World Cup qualification,2025,Qualification,Senegal,CAF,South Sudan,away,5,0,W,,,,,,,,,,,,,,"Juba, South Sudan",,False,True,1914.5,1276.9,0.9567,1918.0,3.5
2025-10-14,FIFA World Cup qualification,2025,Qualification,Senegal,CAF,Mauritania,home,4,0,W,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1918.0,1458.1,0.9617,1920.9,2.9
2025-11-15,Friendly,2025,Tournament/Friendly,Senegal,CAF,Brazil,neutral,0,2,L,,,,,,,,,,,,,,"London, England",,True,True,1920.9,2055.7,0.3151,1911.4,-9.5
2025-11-18,Friendly,2025,Tournament/Friendly,Senegal,CAF,Kenya,neutral,8,0,W,,,,,,,,,,,,,,"Antalya, Turkey",,True,True,1911.4,1461.8,0.9301,1914.7,3.3
2025-12-23,African Cup of Nations,2025,Tournament/Friendly,Senegal,CAF,Botswana,neutral,3,0,W,,,,,,,,,,,,,,"Tangier, Morocco",,True,True,1914.7,1435.4,0.9404,1920.0,5.2
2025-12-27,African Cup of Nations,2025,Tournament/Friendly,Senegal,CAF,DR Congo,neutral,1,1,D,,,,,,,,,,,,,,"Tangier, Morocco",,True,True,1920.0,1744.2,0.7334,1908.3,-11.7
2025-12-30,African Cup of Nations,2025,Tournament/Friendly,Senegal,CAF,Benin,neutral,3,0,W,,,,,,,,,,,,,,"Tangier, Morocco",,True,True,1908.3,1557.9,0.8826,1918.6,10.3
2026-01-03,African Cup of Nations,2026,Tournament/Friendly,Senegal,CAF,Sudan,neutral,3,1,W,,,,,,,,,,,,,,"Tangier, Morocco",,True,True,1918.6,1479.9,0.9259,1924.1,5.6
2026-01-09,African Cup of Nations,2026,Tournament/Friendly,Senegal,CAF,Mali,neutral,1,0,W,,,,,,,,,,,,,,"Tangier, Morocco",,True,True,1924.1,1720.7,0.7633,1935.9,11.8
2026-01-14,African Cup of Nations,2026,Tournament/Friendly,Senegal,CAF,Egypt,neutral,1,0,W,,,,,,,,,,,,,,"Tangier, Morocco",,True,True,1935.9,1783.6,0.7061,1950.6,14.7
2026-01-18,African Cup of Nations,2026,Tournament/Friendly,Senegal,CAF,Morocco,away,0,3,L,,,,,,,,,,,,,,"Rabat, Morocco",,False,True,1950.6,1939.2,0.3753,1917.8,-32.8
2026-03-28,Friendly,2026,Tournament/Friendly,Senegal,CAF,Peru,neutral,2,0,W,,,,,,,,,,,,,,"Paris, France",,True,True,1917.8,1775.7,0.6938,1927.0,9.2
2026-03-31,Friendly,2026,Tournament/Friendly,Senegal,CAF,Gambia,home,3,1,W,,,,,,,,,,,,,,"Diamniadio, Senegal",,False,True,1927.0,1543.5,0.9418,1928.7,1.7
2026-05-31,Friendly,2026,Tournament/Friendly,Senegal,CAF,USA,away,2,3,L,,,,,,,,,,,,,,"Charlotte, United States",,False,True,1928.7,1824.2,0.5065,1918.6,-10.1
